cstat_name,donation_name,eid,eid_cnt,output_filename
COMMUNITY HEALTH SYSTEMS INC,COMMUNITY HEALTH SYSTEMS INC,[38265590],1,COMMUNITY_HEALTH_SYSTEMS_INC.csv
LEADER CAPITAL CORP,LEADER CAPITAL CORP,[5026540],1,LEADER_CAPITAL_CORP.csv
LIFE TECHNOLOGIES CORP,LIFE TECHNOLOGIES CORP,[36376],1,LIFE_TECHNOLOGIES_CORP.csv
COMPREHENSIVE CARE CORP,COMPREHENSIVE CARE CORP,[2411725],1,COMPREHENSIVE_CARE_CORP.csv
APPALACHIAN POWER,APPALACHIAN POWER,[5690671],1,APPALACHIAN_POWER.csv
SUNOCO INC,SUNOCO INC,[2513],1,SUNOCO_INC.csv
SUNOCO LOGISTICS PARTNERS LP,SUNOCO LOGISTICS PARTNERS LP,[27645229],1,SUNOCO_LOGISTICS_PARTNERS_LP.csv
SUNRISE MEDICAL INC,SUNRISE MEDICAL INC,[19329313],1,SUNRISE_MEDICAL_INC.csv
APOLLO EDUCATION GROUP INC,APOLLO EDUCATION GROUP INC,"[44597310, 43708636]",2,APOLLO_EDUCATION_GROUP_INC.csv
LEGEND PROPERTIES INC,LEGEND PROPERTIES INC,"[5818401, 5700353]",2,LEGEND_PROPERTIES_INC.csv
SUN BANCORP INC,SUN BANCORP INC,[6504937],1,SUN_BANCORP_INC.csv
LEGG MASON INC,LEGG MASON INC,"[41694952, 5651849]",2,LEGG_MASON_INC.csv
COMMUNITY CHOICE FINANCIAL,COMMUNITY CHOICE FINANCIAL,"[26831202, 29213847, 29092119, 29090860]",4,COMMUNITY_CHOICE_FINANCIAL.csv
LENNOX INTERNATIONAL INC,LENNOX INTERNATIONAL INC,[24571545],1,LENNOX_INTERNATIONAL_INC.csv
SUMMIT BANCORP,SUMMIT BANCORP,[5740890],1,SUMMIT_BANCORP.csv
SUEZ,SUEZ,[42101481],1,SUEZ.csv
STV GROUP INC,STV GROUP INC,[5404128],1,STV_GROUP_INC.csv
LESCO INC,LESCO INC,"[7381595, 7388666]",2,LESCO_INC.csv
COMMUNITY CAPITAL CORP,COMMUNITY CAPITAL CORP,[6808620],1,COMMUNITY_CAPITAL_CORP.csv
STRATOSPHERE CORP,STRATOSPHERE CORP,[9814387],1,STRATOSPHERE_CORP.csv
LEXENT INC,LEXENT INC,[5107978],1,LEXENT_INC.csv
AQUILA INC,AQUILA INC,"[40614444, 8976092, 4379580]",3,AQUILA_INC.csv
STONE ENERGY CORP,STONE ENERGY CORP,[8262065],1,STONE_ENERGY_CORP.csv
LEXINGTON REALTY TRUST,LEXINGTON REALTY TRUST,[3908189],1,LEXINGTON_REALTY_TRUST.csv
LIBERTY CORP,LIBERTY CORP,"[7141839, 8440944, 8573784, 8576543]",4,LIBERTY_CORP.csv
ARAMARK,ARAMARK,"[221, 45189970]",2,ARAMARK.csv
MINERALS TECHNOLOGIES INC,MINERALS TECHNOLOGIES INC,[2371227],1,MINERALS_TECHNOLOGIES_INC.csv
AVAYA INC,AVAYA INC,"[19666217, 24786125, 7403181]",3,AVAYA_INC.csv
CORIXA CORP,CORIXA CORP,[4108978],1,CORIXA_CORP.csv
ONEIDA LTD,ONEIDA LTD,[4499863],1,ONEIDA_LTD.csv
PURCHASEPRO.COM,PURCHASEPRO.COM,[9800673],1,PURCHASEPROCOM.csv
ONLINE RESOURCES CORP,ONLINE RESOURCES CORP,[190716],1,ONLINE_RESOURCES_CORP.csv
ONEOK INC,ONEOK INC,[8313],1,ONEOK_INC.csv
QEP CO INC,QEP CO INC,"[405605, 2445210]",2,QEP_CO_INC.csv
QEP RESOURCES INC,QEP RESOURCES INC,[32016709],1,QEP_RESOURCES_INC.csv
QUAKER OATS CO,QUAKER OATS CO,[19008],1,QUAKER_OATS_CO.csv
QUEST DIAGNOSTICS INC,QUEST DIAGNOSTICS INC,"[40614094, 40614093, 40614092]",3,QUEST_DIAGNOSTICS_INC.csv
ORBITZ INC,ORBITZ INC,[16621578],1,ORBITZ_INC.csv
QUESTAR ASSESSMENT INC,QUESTAR ASSESSMENT INC,[4571531],1,QUESTAR_ASSESSMENT_INC.csv
ONECAP,ONECAP,[9734427],1,ONECAP.csv
QUESTAR PIPELINE CO,QUESTAR PIPELINE CO,[2410736],1,QUESTAR_PIPELINE_CO.csv
ONE GAS INC,ONE GAS INC,"[26733738, 28950955, 28138736, 42478351]",4,ONE_GAS_INC.csv
BIG HEART PET BRANDS,BIG HEART PET BRANDS,"[39488307, 27893729]",2,BIG_HEART_PET_BRANDS.csv
CALPINE CORP,CALPINE CORP,[464],1,CALPINE_CORP.csv
ORACLE CORP,ORACLE CORP,[4211],1,ORACLE_CORP.csv
ORBITZ WORLDWIDE INC,ORBITZ WORLDWIDE INC,[27731922],1,ORBITZ_WORLDWIDE_INC.csv
BI INC,BI INC,"[827504, 42598695]",2,BI_INC.csv
CADIZ INC,CADIZ INC,[3276],1,CADIZ_INC.csv
PACER HEALTH CORP,PACER HEALTH CORP,[510519],1,PACER_HEALTH_CORP.csv
BLACK & DECKER CORP,BLACK & DECKER CORP,[5837632],1,BLACK_DECKER_CORP.csv
PACE MEDICAL INC,PACE MEDICAL INC,[8839059],1,PACE_MEDICAL_INC.csv
PACCAR INC,PACCAR INC,"[39488620, 27623124, 4528251, 2852659]",4,PACCAR_INC.csv
PAB BANKSHARES INC,PAB BANKSHARES INC,[7521078],1,PAB_BANKSHARES_INC.csv
OWENS-ILLINOIS INC,OWENS-ILLINOIS INC,[1965],1,OWENSILLINOIS_INC.csv
BIRD CONSTRUCTION INC,BIRD CONSTRUCTION INC,[7176818],1,BIRD_CONSTRUCTION_INC.csv
ORTHOPEDIATRICS CORP,ORTHOPEDIATRICS CORP,[7022451],1,ORTHOPEDIATRICS_CORP.csv
PSC INC,PSC INC,[29169957],1,PSC_INC.csv
OUTFRONT MEDIA INC,OUTFRONT MEDIA INC,"[31669136, 45160531]",2,OUTFRONT_MEDIA_INC.csv
PTS INC,PTS INC,"[7954420, 9246273]",2,PTS_INC.csv
PUBLIC CO MANAGEMENT CORP,PUBLIC CO MANAGEMENT CORP,[9732868],1,PUBLIC_CO_MANAGEMENT_CORP.csv
CAI INTERNATIONAL INC,CAI INTERNATIONAL INC,[400425],1,CAI_INTERNATIONAL_INC.csv
OSHKOSH CORP,OSHKOSH CORP,[3198254],1,OSHKOSH_CORP.csv
OMNICARE INC,OMNICARE INC,[1942],1,OMNICARE_INC.csv
RAB HOLDINGS INC,RAB HOLDINGS INC,[1325553],1,RAB_HOLDINGS_INC.csv
PACER INTERNATIONAL INC,PACER INTERNATIONAL INC,[2411417],1,PACER_INTERNATIONAL_INC.csv
NOVELL INC,NOVELL INC,"[27601282, 2393859, 5112227, 41730985]",4,NOVELL_INC.csv
NYER MEDICAL GROUP INC,NYER MEDICAL GROUP INC,[10034656],1,NYER_MEDICAL_GROUP_INC.csv
NWH INC,NWH INC,[5151135],1,NWH_INC.csv
RCN CORP,RCN CORP,"[3162283, 15872700]",2,RCN_CORP.csv
NUEVO ENERGY CO,NUEVO ENERGY CO,[2238198],1,NUEVO_ENERGY_CO.csv
NUCOR CORP,NUCOR CORP,[1917],1,NUCOR_CORP.csv
NSTAR,NSTAR,[14655],1,NSTAR.csv
ENTERGY CORP,ENTERGY CORP,[913],1,ENTERGY_CORP.csv
RAYTEL MEDICAL CORP,RAYTEL MEDICAL CORP,[2296877],1,RAYTEL_MEDICAL_CORP.csv
NORTHWEST PIPE CO,NORTHWEST PIPE CO,[5113105],1,NORTHWEST_PIPE_CO.csv
NORTHWEST NATURAL GAS CO,NORTHWEST NATURAL GAS CO,"[8255, 11950662]",2,NORTHWEST_NATURAL_GAS_CO.csv
REFCO INC,REFCO INC,[3228192],1,REFCO_INC.csv
REGIONAL MANAGEMENT CORP,REGIONAL MANAGEMENT CORP,[6865175],1,REGIONAL_MANAGEMENT_CORP.csv
REGIONS FINANCIAL CORP,REGIONS FINANCIAL CORP,[4460],1,REGIONS_FINANCIAL_CORP.csv
REHABCARE GROUP INC,REHABCARE GROUP INC,"[41708430, 19610176]",2,REHABCARE_GROUP_INC.csv
NYSE EURONEXT,NYSE EURONEXT,"[17762187, 26788605]",2,NYSE_EURONEXT.csv
BERKSHIRE HATHAWAY,BERKSHIRE HATHAWAY,[10671251],1,BERKSHIRE_HATHAWAY.csv
RADIAN GROUP INC,RADIAN GROUP INC,[24723372],1,RADIAN_GROUP_INC.csv
RALSTON PURINA CO,RALSTON PURINA CO,"[4375731, 4710000, 7871463]",3,RALSTON_PURINA_CO.csv
RAILAMERICA INC,RAILAMERICA INC,[1074550],1,RAILAMERICA_INC.csv
CAMCO INC,CAMCO INC,"[2348825, 9740200, 9828482, 8028059]",4,CAMCO_INC.csv
OLIN CORP,OLIN CORP,[14747],1,OLIN_CORP.csv
OKLAHOMA GAS & ELECTRIC CO,OKLAHOMA GAS & ELECTRIC CO,[1932],1,OKLAHOMA_GAS_ELECTRIC_CO.csv
OHIO POWER,OHIO POWER,[3867112],1,OHIO_POWER.csv
BETHLEHEM STEEL CORP,BETHLEHEM STEEL CORP,"[5496732, 7465744, 5356596, 5646831, 7479288, 5859870]",6,BETHLEHEM_STEEL_CORP.csv
OCEAN ENERGY INC,OCEAN ENERGY INC,"[8517750, 1741818]",2,OCEAN_ENERGY_INC.csv
RAYTECH CORP,RAYTECH CORP,[7422231],1,RAYTECH_CORP.csv
OCEAN ELECTRIC INC,OCEAN ELECTRIC INC,[924345],1,OCEAN_ELECTRIC_INC.csv
RANGE RESOURCES CORP,RANGE RESOURCES CORP,[21476],1,RANGE_RESOURCES_CORP.csv
OBIE MEDIA CORP,OBIE MEDIA CORP,[5549584],1,OBIE_MEDIA_CORP.csv
OAKLEY INC,OAKLEY INC,[2573547],1,OAKLEY_INC.csv
RAYONIER ADVANCED MATERIALS,RAYONIER ADVANCED MATERIALS,[29464835],1,RAYONIER_ADVANCED_MATERIALS.csv
RAYONIER INC,RAYONIER INC,[15378],1,RAYONIER_INC.csv
PROVIDIAN FINANCIAL CORP,PROVIDIAN FINANCIAL CORP,[2467564],1,PROVIDIAN_FINANCIAL_CORP.csv
BLACK HILLS CORP,BLACK HILLS CORP,[372],1,BLACK_HILLS_CORP.csv
MISSISSIPPI POWER CO,MISSISSIPPI POWER CO,[6647],1,MISSISSIPPI_POWER_CO.csv
POTOMAC EDISON,POTOMAC EDISON,"[16013168, 43125707, 43128982, 43123486, 43123541, 43124389, 43125145, 43125197, 43126150, 43126325, 43126975, 43127107, 43127888, 43128630]",14,POTOMAC_EDISON.csv
BOEING CO,BOEING CO,[385],1,BOEING_CO.csv
BOCA RESORTS INC,BOCA RESORTS INC,[1716769],1,BOCA_RESORTS_INC.csv
POPE & TALBOT INC,POPE & TALBOT INC,"[40618701, 5578915, 4488471, 4514323]",4,POPE_TALBOT_INC.csv
PHARMATHENE INC,PHARMATHENE INC,[18928476],1,PHARMATHENE_INC.csv
BRIGHTPOINT INC,BRIGHTPOINT INC,[6943781],1,BRIGHTPOINT_INC.csv
POSITIVEID CORP,POSITIVEID CORP,[65319],1,POSITIVEID_CORP.csv
POTOMAC ELECTRIC POWER CO,POTOMAC ELECTRIC POWER CO,"[5642253, 5730223, 5709360, 5782704, 5786399, 5623722, 5720543, 5784133, 5786397, 5631189, 5631649, 5626121, 5626122, 5635954, 5636440, 5645460, 5646551, 5670547, 5672867, 5673781, 5693930, 5693947, 5694178, 5695541, 5695754, 5697041, 5700754, 5706552, 5710949, 5719891, 5720238]",31,POTOMAC_ELECTRIC_POWER_CO.csv
POLYONE CORP,POLYONE CORP,[2087],1,POLYONE_CORP.csv
BRINKS CO,BRINKS CO,[6051375],1,BRINKS_CO.csv
PETMED EXPRESS INC,PETMED EXPRESS INC,[1060085],1,PETMED_EXPRESS_INC.csv
PPG INDUSTRIES INC,PPG INDUSTRIES INC,"[2094, 27665180, 27708780]",3,PPG_INDUSTRIES_INC.csv
PPL CORP,PPL CORP,[4411],1,PPL_CORP.csv
BRONCO DRILLING CO,BRONCO DRILLING CO,[8319443],1,BRONCO_DRILLING_CO.csv
BROOKDALE SENIOR LIVING INC,BROOKDALE SENIOR LIVING INC,[306041],1,BROOKDALE_SENIOR_LIVING_INC.csv
BRE PROPERTIES INC,BRE PROPERTIES INC,[10549],1,BRE_PROPERTIES_INC.csv
BRANDYWINE REALTY TRUST,BRANDYWINE REALTY TRUST,"[6580964, 22292913]",2,BRANDYWINE_REALTY_TRUST.csv
PRAEGITZER INDUSTRIES INC,PRAEGITZER INDUSTRIES INC,[5442091],1,PRAEGITZER_INDUSTRIES_INC.csv
PLM INTERNATIONAL INC,PLM INTERNATIONAL INC,[2556631],1,PLM_INTERNATIONAL_INC.csv
PIXAR,PIXAR,[1642552],1,PIXAR.csv
BOOTH CREEK SKI HOLDINGS INC,BOOTH CREEK SKI HOLDINGS INC,[275800],1,BOOTH_CREEK_SKI_HOLDINGS_INC.csv
PLATINUM ENTERTAINMENT INC,PLATINUM ENTERTAINMENT INC,[7018764],1,PLATINUM_ENTERTAINMENT_INC.csv
BOZZUTOS INC,BOZZUTOS INC,"[5002991, 5415886]",2,BOZZUTOS_INC.csv
PLAZA BANCORP,PLAZA BANCORP,[3560363],1,PLAZA_BANCORP.csv
BP PLC,BP PLC,[3856811],1,BP_PLC.csv
PIONEER NATURAL RESOURCES,PIONEER NATURAL RESOURCES,[2067],1,PIONEER_NATURAL_RESOURCES.csv
BOK FINANCIAL CORP,BOK FINANCIAL CORP,[10484],1,BOK_FINANCIAL_CORP.csv
PHYAMERICA PHYSICIAN GROUP,PHYAMERICA PHYSICIAN GROUP,"[1699666, 1702672]",2,PHYAMERICA_PHYSICIAN_GROUP.csv
PMA CAPITAL CORP,PMA CAPITAL CORP,[5317585],1,PMA_CAPITAL_CORP.csv
PMI GROUP INC,PMI GROUP INC,"[41695593, 1378891]",2,PMI_GROUP_INC.csv
PHOENIX COLOR CORP,PHOENIX COLOR CORP,"[4990167, 5768556]",2,PHOENIX_COLOR_CORP.csv
PHILLIPS 66,PHILLIPS 66,[3332535],1,PHILLIPS_66.csv
PERFORMANT FINANCIAL CORP,PERFORMANT FINANCIAL CORP,[11609412],1,PERFORMANT_FINANCIAL_CORP.csv
PENNICHUCK CORP,PENNICHUCK CORP,[9783068],1,PENNICHUCK_CORP.csv
PROVIDENT FINANCIAL HOLDINGS,PROVIDENT FINANCIAL HOLDINGS,[1872962],1,PROVIDENT_FINANCIAL_HOLDINGS.csv
PACKAGING CORP OF AMERICA,PACKAGING CORP OF AMERICA,[6997415],1,PACKAGING_CORP_OF_AMERICA.csv
PANERA BREAD CO,PANERA BREAD CO,[8031275],1,PANERA_BREAD_CO.csv
PROBUSINESS SERVICES INC,PROBUSINESS SERVICES INC,"[2235807, 2435973]",2,PROBUSINESS_SERVICES_INC.csv
PALATIN TECHNOLOGIES INC,PALATIN TECHNOLOGIES INC,[6522403],1,PALATIN_TECHNOLOGIES_INC.csv
BUSINESS RESOURCE GROUP,BUSINESS RESOURCE GROUP,[5836908],1,BUSINESS_RESOURCE_GROUP.csv
PAC-WEST TELECOMM INC,PAC-WEST TELECOMM INC,[4220],1,PACWEST_TELECOMM_INC.csv
BUTLER NATIONAL CORP,BUTLER NATIONAL CORP,"[4885627, 8976428]",2,BUTLER_NATIONAL_CORP.csv
PACIFICORP,PACIFICORP,[8368],1,PACIFICORP.csv
PRINTPACK INC,PRINTPACK INC,[6066772],1,PRINTPACK_INC.csv
PACIFIC GAS & ELECTRIC CO,PACIFIC GAS & ELECTRIC CO,[2035],1,PACIFIC_GAS_ELECTRIC_CO.csv
PACIFIC FINANCIAL CORP,PACIFIC FINANCIAL CORP,[1423160],1,PACIFIC_FINANCIAL_CORP.csv
PACIFIC ETHANOL INC,PACIFIC ETHANOL INC,[28761830],1,PACIFIC_ETHANOL_INC.csv
BLACKBOARD INC,BLACKBOARD INC,"[41695651, 56335]",2,BLACKBOARD_INC.csv
PROTECTIVE LIFE CORP,PROTECTIVE LIFE CORP,"[2495192, 13890614]",2,PROTECTIVE_LIFE_CORP.csv
PROVIDENCE ENERGY CORP,PROVIDENCE ENERGY CORP,[9661937],1,PROVIDENCE_ENERGY_CORP.csv
PRINTRAK INTERNATIONAL INC,PRINTRAK INTERNATIONAL INC,[2494433],1,PRINTRAK_INTERNATIONAL_INC.csv
PRINCIPAL FINANCIAL GROUP,PRINCIPAL FINANCIAL GROUP,[2108],1,PRINCIPAL_FINANCIAL_GROUP.csv
BLUE BIRD CORP,BLUE BIRD CORP,[7201605],1,BLUE_BIRD_CORP.csv
PRESIDIO INC,PRESIDIO INC,[24719190],1,PRESIDIO_INC.csv
BROWN & BROWN INC,BROWN & BROWN INC,"[40615065, 9070877, 9123688]",3,BROWN_BROWN_INC.csv
PAYPAL INC,PAYPAL INC,"[41682335, 591213, 43857359, 7229262]",4,PAYPAL_INC.csv
BRUNOS INC,BRUNOS INC,[7337819],1,BRUNOS_INC.csv
PAYCHEX INC,PAYCHEX INC,"[2296282, 33204250]",2,PAYCHEX_INC.csv
BUFFALO WILD WINGS INC,BUFFALO WILD WINGS INC,"[39488833, 28725428]",2,BUFFALO_WILD_WINGS_INC.csv
PARKER DRILLING CO,PARKER DRILLING CO,"[9611022, 9640503, 8517768]",3,PARKER_DRILLING_CO.csv
PARAMOUNT GROUP INC,PARAMOUNT GROUP INC,[2045787],1,PARAMOUNT_GROUP_INC.csv
PANTRY INC,PANTRY INC,"[23339989, 1935257, 8492228]",3,PANTRY_INC.csv
PARADISE INC,PARADISE INC,[341542],1,PARADISE_INC.csv
PRIME HOSPITALITY CORP,PRIME HOSPITALITY CORP,[5013086],1,PRIME_HOSPITALITY_CORP.csv
PRIMEDIA INC,PRIMEDIA INC,[5512712],1,PRIMEDIA_INC.csv
PAR PACIFIC HOLDINGS INC,PAR PACIFIC HOLDINGS INC,[45120391],1,PAR_PACIFIC_HOLDINGS_INC.csv
BULL RUN CORP,BULL RUN CORP,[7175899],1,BULL_RUN_CORP.csv
PRIMORIS SERVICES CORP,PRIMORIS SERVICES CORP,"[64814, 12310369]",2,PRIMORIS_SERVICES_CORP.csv
CAPELLA EDUCATION CO,CAPELLA EDUCATION CO,"[10959057, 29115923]",2,CAPELLA_EDUCATION_CO.csv
NORTHERN TRUST CORP,NORTHERN TRUST CORP,[14635],1,NORTHERN_TRUST_CORP.csv
NORTHERN ILLINOIS GAS,NORTHERN ILLINOIS GAS,[3482990],1,NORTHERN_ILLINOIS_GAS.csv
MORGAN STANLEY,MORGAN STANLEY,[1769],1,MORGAN_STANLEY.csv
MSCI INC,MSCI INC,[3471323],1,MSCI_INC.csv
RRI ENERGY INC,RRI ENERGY INC,"[41728744, 29940429]",2,RRI_ENERGY_INC.csv
CELGENE CORP,CELGENE CORP,[10961],1,CELGENE_CORP.csv
CELLCO PARTNERSHIP,CELLCO PARTNERSHIP,"[3149918, 3924121]",2,CELLCO_PARTNERSHIP.csv
MOVADO GROUP INC,MOVADO GROUP INC,[4570350],1,MOVADO_GROUP_INC.csv
RUBY TUESDAY INC,RUBY TUESDAY INC,[7346933],1,RUBY_TUESDAY_INC.csv
CENTENE CORP,CENTENE CORP,[528],1,CENTENE_CORP.csv
ROYALE ENERGY INC,ROYALE ENERGY INC,[2504612],1,ROYALE_ENERGY_INC.csv
RUSSELL CORP,RUSSELL CORP,[4482],1,RUSSELL_CORP.csv
CENTERPLATE INC,CENTERPLATE INC,[4572394],1,CENTERPLATE_INC.csv
RYDER SYSTEM INC,RYDER SYSTEM INC,[39339289],1,RYDER_SYSTEM_INC.csv
RYLAND GROUP INC,RYLAND GROUP INC,"[2551644, 1875865]",2,RYLAND_GROUP_INC.csv
SAF T LOK INC,SAF T LOK INC,[2568114],1,SAF_T_LOK_INC.csv
SAFECO CORP,SAFECO CORP,"[1463347, 8208052, 5085638, 5187168, 8886831]",5,SAFECO_CORP.csv
ROYAL GOLD INC,ROYAL GOLD INC,[23440810],1,ROYAL_GOLD_INC.csv
MONOGRAM BIOSCIENCES INC,MONOGRAM BIOSCIENCES INC,[1578553],1,MONOGRAM_BIOSCIENCES_INC.csv
MYR GROUP INC,MYR GROUP INC,[3597174],1,MYR_GROUP_INC.csv
NATIONAL CITY CORP,NATIONAL CITY CORP,"[1830, 14424103]",2,NATIONAL_CITY_CORP.csv
ROCKWELL COLLINS INC,ROCKWELL COLLINS INC,[38214142],1,ROCKWELL_COLLINS_INC.csv
CCA INDUSTRIES INC,CCA INDUSTRIES INC,[35050093],1,CCA_INDUSTRIES_INC.csv
NASH FINCH CO,NASH FINCH CO,[9932063],1,NASH_FINCH_CO.csv
N2H2 INC,N2H2 INC,[4119253],1,N2H2_INC.csv
CCOM GROUP INC,CCOM GROUP INC,[1745536],1,CCOM_GROUP_INC.csv
BALLY TECHNOLOGIES INC,BALLY TECHNOLOGIES INC,[39045488],1,BALLY_TECHNOLOGIES_INC.csv
ROWE COMPANIES,ROWE COMPANIES,[4207829],1,ROWE_COMPANIES.csv
BALL CORP,BALL CORP,[10209],1,BALL_CORP.csv
ROLLINS INC,ROLLINS INC,"[341277, 6699043]",2,ROLLINS_INC.csv
MUELLER INDUSTRIES,MUELLER INDUSTRIES,[8204014],1,MUELLER_INDUSTRIES.csv
ROSS STORES INC,ROSS STORES INC,[8390211],1,ROSS_STORES_INC.csv
MTS INC,MTS INC,"[2501453, 10054564]",2,MTS_INC.csv
CELANESE CORP,CELANESE CORP,"[11733474, 11440934]",2,CELANESE_CORP.csv
SAFEGUARD SCIENTIFICS INC,SAFEGUARD SCIENTIFICS INC,[5786087],1,SAFEGUARD_SCIENTIFICS_INC.csv
SAFETY-KLEEN CORP,SAFETY-KLEEN CORP,"[1477399, 2415827, 8662768, 8714482, 8733811, 9941854]",6,SAFETYKLEEN_CORP.csv
RELIASTAR FINANCIAL CORP,RELIASTAR FINANCIAL CORP,[5963506],1,RELIASTAR_FINANCIAL_CORP.csv
SCANA CORP,SCANA CORP,[2318],1,SCANA_CORP.csv
AVISTA CORP,AVISTA CORP,[281],1,AVISTA_CORP.csv
CENTURA BANKS INC,CENTURA BANKS INC,[6558725],1,CENTURA_BANKS_INC.csv
SBARRO INC,SBARRO INC,[5154944],1,SBARRO_INC.csv
SBE INC,SBE INC,"[3119787, 9979986]",2,SBE_INC.csv
CENTURY BANCSHARES INC,CENTURY BANCSHARES INC,[4355072],1,CENTURY_BANCSHARES_INC.csv
CERADYNE INC,CERADYNE INC,[221169],1,CERADYNE_INC.csv
SCB COMPUTER TECHNOLOGY INC,SCB COMPUTER TECHNOLOGY INC,[7371994],1,SCB_COMPUTER_TECHNOLOGY_INC.csv
SAXTON INC,SAXTON INC,"[9809096, 9825998]",2,SAXTON_INC.csv
MNB BANCSHARES INC,MNB BANCSHARES INC,[9104359],1,MNB_BANCSHARES_INC.csv
AVESIS INC,AVESIS INC,[1003332],1,AVESIS_INC.csv
AVERY DENNISON CORP,AVERY DENNISON CORP,[1624564],1,AVERY_DENNISON_CORP.csv
SCHERING-PLOUGH,SCHERING-PLOUGH,[2322],1,SCHERINGPLOUGH.csv
CERNER CORP,CERNER CORP,[544],1,CERNER_CORP.csv
CERTIFIED SERVICES INC,CERTIFIED SERVICES INC,[3554484],1,CERTIFIED_SERVICES_INC.csv
MODTECH HOLDINGS INC,MODTECH HOLDINGS INC,[1598502],1,MODTECH_HOLDINGS_INC.csv
SARATOGA RESOURCES INC,SARATOGA RESOURCES INC,[12021658],1,SARATOGA_RESOURCES_INC.csv
SAFEWAY INC,SAFEWAY INC,[2293],1,SAFEWAY_INC.csv
MOLYCORP INC,MOLYCORP INC,"[40614145, 2489966]",2,MOLYCORP_INC.csv
MONEYGRAM INTERNATIONAL INC,MONEYGRAM INTERNATIONAL INC,"[34084475, 27731092, 16258648]",3,MONEYGRAM_INTERNATIONAL_INC.csv
SAGE INC,SAGE INC,"[2698520, 43475016]",2,SAGE_INC.csv
CENTEX CORP,CENTEX CORP,"[940896, 1279449, 6586860, 10097070, 6271415, 6726582, 8280718, 1460579]",8,CENTEX_CORP.csv
MONARCH CEMENT CO,MONARCH CEMENT CO,[8771054],1,MONARCH_CEMENT_CO.csv
SALESFORCE.COM INC,SALESFORCE.COM INC,"[421819, 20811019, 44717575]",3,SALESFORCECOM_INC.csv
AXA FINANCIAL INC,AXA FINANCIAL INC,[4684424],1,AXA_FINANCIAL_INC.csv
CENTRAL ILLINOIS LIGHT CO,CENTRAL ILLINOIS LIGHT CO,[3187792],1,CENTRAL_ILLINOIS_LIGHT_CO.csv
SAPIENT CORP,SAPIENT CORP,[2513838],1,SAPIENT_CORP.csv
CENTRAL MAINE POWER CO,CENTRAL MAINE POWER CO,[10047393],1,CENTRAL_MAINE_POWER_CO.csv
CENTRAL PARKING CORP,CENTRAL PARKING CORP,"[6899351, 17001392]",2,CENTRAL_PARKING_CORP.csv
SANDERSON FARMS INC,SANDERSON FARMS INC,[27710489],1,SANDERSON_FARMS_INC.csv
SANGSTAT MEDICAL CORP,SANGSTAT MEDICAL CORP,[3561228],1,SANGSTAT_MEDICAL_CORP.csv
MOLEX INC,MOLEX INC,[1752],1,MOLEX_INC.csv
MOHAWK INDUSTRIES INC,MOHAWK INDUSTRIES INC,[29698274],1,MOHAWK_INDUSTRIES_INC.csv
CBS CORP,CBS CORP,[10952],1,CBS_CORP.csv
NATIONAL GRID,NATIONAL GRID,[14417],1,NATIONAL_GRID.csv
NATIONAL HEALTHCARE CORP,NATIONAL HEALTHCARE CORP,[1844],1,NATIONAL_HEALTHCARE_CORP.csv
NEWFIELD EXPLORATION CO,NEWFIELD EXPLORATION CO,[14550],1,NEWFIELD_EXPLORATION_CO.csv
NIAGARA CORP,NIAGARA CORP,[3466282],1,NIAGARA_CORP.csv
CARAUSTAR INDUSTRIES INC,CARAUSTAR INDUSTRIES INC,[6964525],1,CARAUSTAR_INDUSTRIES_INC.csv
NEXTEL COMMUNICATIONS INC,NEXTEL COMMUNICATIONS INC,[1653526],1,NEXTEL_COMMUNICATIONS_INC.csv
NEXT FUEL INC,NEXT FUEL INC,[16387679],1,NEXT_FUEL_INC.csv
NEWPARK RESOURCES,NEWPARK RESOURCES,[8529552],1,NEWPARK_RESOURCES.csv
NEWPAGE CORP,NEWPAGE CORP,[5007569],1,NEWPAGE_CORP.csv
NEW YORK LIFE INSURANCE,NEW YORK LIFE INSURANCE,[1885],1,NEW_YORK_LIFE_INSURANCE.csv
RENTRAK CORP,RENTRAK CORP,[5346493],1,RENTRAK_CORP.csv
CAREER EDUCATION CORP,CAREER EDUCATION CORP,[10896],1,CAREER_EDUCATION_CORP.csv
BAYER AG,BAYER AG,[331],1,BAYER_AG.csv
NEW VALLEY CORP,NEW VALLEY CORP,[1260848],1,NEW_VALLEY_CORP.csv
CAREY INTERNATIONAL INC,CAREY INTERNATIONAL INC,"[1832316, 44957316]",2,CAREY_INTERNATIONAL_INC.csv
NEW HOME COMPANY INC,NEW HOME COMPANY INC,[27925172],1,NEW_HOME_COMPANY_INC.csv
NEVADA POWER CO,NEVADA POWER CO,[4572],1,NEVADA_POWER_CO.csv
CAPSTONE TURBINE CORP,CAPSTONE TURBINE CORP,[606850],1,CAPSTONE_TURBINE_CORP.csv
NISOURCE INC,NISOURCE INC,[1892],1,NISOURCE_INC.csv
CBEYOND INC,CBEYOND INC,"[23323602, 12377323]",2,CBEYOND_INC.csv
REMINGTON ARMS COMPANY INC,REMINGTON ARMS COMPANY INC,[4493383],1,REMINGTON_ARMS_COMPANY_INC.csv
RELIV INTERNATIONAL INC,RELIV INTERNATIONAL INC,[9905730],1,RELIV_INTERNATIONAL_INC.csv
